,Plant Name,Temperature,Humidity,PH,CO2,LIGHT,Light Hours,EC,Soilless Medium,Nutrient Mix,Week
1001,Arugula,69.2,73.5,7.1,575.3,4,0.8,1.1,rockwool,calcium and potassium,1
1002,Arugula,57.2,75.3,6.3,613.1,2,1.3,1,Mix water,Nitrogen,8
1003,Arugula,50.9,84,7.2,545,1,0.8,1.2,Mix water,CaNO3 and NPK ,5
1004,Arugula,64.6,89.9,7.3,484,1,1,0.9,Mix water,CaNO3 and NPK ,2
1005,Arugula,64.4,83,6.4,531.7,3,1.1,0.9,Mix water,Nitrogen,6
1006,Arugula,73.7,78.2,6.8,443.5,4,1,1.3,coco coir,NPK,7
1007,Arugula,71.7,81.9,7.2,659.2,4,1,1,coco coir,NPk and MgSO4,4
1008,Arugula,67.9,75,7,610.5,1,0.8,1.3,coco coir,NPK,2
1009,Arugula,50.6,86.8,6.4,421.6,1,0.8,1.3,coco coir,NPk and MgSO4,5
1010,Arugula,68.9,71.3,6.3,625.1,4,1.3,0.9,Mix water,calcium and potassium,3
1011,Arugula,50.2,84.7,6.8,457.3,3,1,1.1,Mix water,NPk and MgSO4,6
1012,Arugula,66,86.1,6.4,424.5,4,0.9,0.9,Mix water,NPK,6
1013,Arugula,60.9,72.7,6.6,553.8,3,1,1.3,rockwool,NPk and MgSO4,7
1014,Arugula,51.4,71.7,6.8,514.4,2,1.2,1.2,rockwool,CaNO3 and NPK ,2
1015,Arugula,65.9,71.7,6.3,499.6,2,0.9,0.9,Mix water,calcium and potassium,5
1016,Arugula,73.3,79.8,7,604.2,2,1.1,1.2,rockwool,NPk and MgSO4,3
1017,Arugula,51.2,72.2,7.2,508.9,3,0.9,1.3,coco coir,CaNO3 and NPK ,7
1018,Arugula,63.4,80.4,6.2,576.2,4,1,1,coco coir,calcium and potassium,3
1019,Arugula,58.6,80.2,6.5,472.2,2,1.2,1.1,Mix water,calcium and potassium,8
1020,Arugula,63,77.5,6.7,518.5,4,1.3,1.1,rockwool,CaNO3 and NPK ,7
1021,Arugula,65.8,82.9,6,610.1,4,0.9,0.9,coco coir,CaNO3 and NPK ,2
1022,Arugula,56.5,86.3,7.2,569.9,2,0.8,1.3,rockwool,NPk and MgSO4,2
1023,Arugula,69.6,76.9,7,566.7,2,1.2,1.2,rockwool,calcium and potassium,5
1024,Arugula,66.3,88.8,6.9,468.6,4,1.3,1,Mix water,calcium and potassium,3
1025,Arugula,68.2,71.5,6.2,633.4,3,0.8,0.9,rockwool,NPK,6
1026,Arugula,69.5,81.4,6.7,507.1,4,1,1.1,coco coir,calcium and potassium,1
1027,Arugula,70.4,75,6.3,699.1,4,1.2,0.9,rockwool,NPK,6
1028,Arugula,68.3,71.3,7.1,499,2,0.8,0.8,rockwool,calcium and potassium,8
1029,Arugula,58.5,79.9,6.3,489.3,2,0.9,0.9,rockwool,NPk and MgSO4,6
1030,Arugula,56,80.6,6.6,524.5,2,0.9,1.1,Mix water,calcium and potassium,4
1031,Arugula,53.8,88.1,6.1,658.6,3,0.9,1.3,Mix water,Nitrogen,5
1032,Arugula,58.8,73.1,6.4,686.5,3,0.9,0.8,rockwool,calcium and potassium,2
1033,Arugula,71.8,79.8,6.6,410.2,1,1.2,1.1,coco coir,Nitrogen,4
1034,Arugula,66,71.4,6.4,604.4,1,1.3,1.1,rockwool,Nitrogen,3
1035,Arugula,61.4,73,6.7,687.8,2,1.3,0.9,coco coir,CaNO3 and NPK ,2
1036,Arugula,68.5,88.1,6.5,513.9,2,1,0.9,coco coir,NPk and MgSO4,1
1037,Arugula,54.6,73.2,7,422.6,2,0.8,1,rockwool,Nitrogen,5
1038,Arugula,50,78,6.3,653.3,1,1.1,0.8,coco coir,CaNO3 and NPK ,2
1039,Arugula,64.7,85.6,6,610.6,1,1.3,1.1,rockwool,Nitrogen,5
1040,Arugula,72.3,88.2,7.1,577.9,1,1.1,1.1,Mix water,CaNO3 and NPK ,3
1041,Arugula,70.1,75.1,6.3,694.7,4,1.2,1.1,Mix water,NPK,4
1042,Arugula,66.2,81.4,6.9,562.2,4,1.1,1.1,coco coir,CaNO3 and NPK ,5
1043,Arugula,66.7,86.4,7.4,480.3,4,1,1.1,Mix water,calcium and potassium,5
1044,Arugula,60.2,89.7,6,668.9,3,0.9,1.3,coco coir,NPk and MgSO4,1
1045,Arugula,57.8,84,7.4,574.6,1,1.1,1.3,rockwool,calcium and potassium,3
1046,Arugula,53.1,83.9,7.2,453.9,4,0.9,1,rockwool,Nitrogen,3
1047,Arugula,72.7,81.6,7.2,485.5,2,1.2,0.8,coco coir,Nitrogen,1
1048,Arugula,63.5,89.6,7.3,557.5,4,1.1,0.8,rockwool,CaNO3 and NPK ,5
1049,Arugula,71.6,85.7,7.3,668.4,2,0.9,0.8,Mix water,CaNO3 and NPK ,6
1050,Arugula,61.5,87.5,6,542.2,1,1.3,1.2,Mix water,NPK,5
1051,Arugula,60.6,75.7,7.4,675.3,4,1,0.8,rockwool,NPk and MgSO4,3
1052,Arugula,57.8,71.3,7.2,623.3,3,1.1,0.9,coco coir,calcium and potassium,5
1053,Arugula,69.6,87.4,7.1,597.4,1,1.1,1.2,Mix water,Nitrogen,8
1054,Arugula,52.7,71.6,6,652.6,1,1.3,0.9,Mix water,NPk and MgSO4,8
1055,Arugula,53.1,71.9,6.8,564.4,4,0.8,0.8,rockwool,calcium and potassium,8
1056,Arugula,57.2,81.8,6.2,493,4,0.8,1,coco coir,calcium and potassium,3
1057,Arugula,65.1,75.7,7.4,543.6,1,1.2,1,Mix water,CaNO3 and NPK ,7
1058,Arugula,62.8,87.1,6.7,566.5,1,0.9,0.8,rockwool,NPK,4
1059,Arugula,72.5,81.3,6.8,505.8,4,1.2,1,Mix water,CaNO3 and NPK ,8
1060,Arugula,66.1,72.4,6,584.4,4,1.3,1.3,Mix water,CaNO3 and NPK ,4
1061,Arugula,69,85.9,6.4,423.2,1,0.8,1.2,Mix water,NPK,1
1062,Arugula,54,79.2,6.8,590.4,3,1.3,1.2,coco coir,calcium and potassium,6
1063,Arugula,52.4,86.2,6.2,687.8,1,0.9,1.1,rockwool,Nitrogen,2
1064,Arugula,63,81.7,7.4,538.9,3,1.3,1.2,coco coir,calcium and potassium,6
1065,Arugula,62.3,87.3,6.1,484.9,1,0.9,0.8,coco coir,calcium and potassium,2
1066,Arugula,53.7,87.2,6.8,593.3,1,1.3,1,Mix water,CaNO3 and NPK ,4
1067,Arugula,68.4,83.4,7.4,491.6,3,1.2,0.9,coco coir,NPk and MgSO4,4
1068,Arugula,65.9,84.1,7.3,495.5,3,0.8,0.8,rockwool,Nitrogen,7
1069,Arugula,53.5,75.7,6.7,573,1,0.9,0.9,Mix water,Nitrogen,5
1070,Arugula,65.9,70.7,7.4,547.7,2,1.2,0.9,coco coir,calcium and potassium,1
1071,Arugula,68.9,81.4,7.2,591.5,1,1.3,1,rockwool,NPK,5
1072,Arugula,66.3,74.6,6.8,590.5,4,0.9,1.3,rockwool,Nitrogen,4
1073,Arugula,64.9,85.9,7,632.8,4,1.2,0.9,coco coir,NPk and MgSO4,2
1074,Arugula,73.8,83.2,7.1,674.4,4,0.9,0.8,coco coir,Nitrogen,5
1075,Arugula,54.4,73.5,6.5,450.8,4,1.1,1.3,Mix water,NPK,5
1076,Arugula,56.4,73.4,6.8,691.7,3,1.1,0.8,Mix water,CaNO3 and NPK ,8
1077,Arugula,61.2,70.9,6.8,612.6,3,1,0.9,Mix water,Nitrogen,8
1078,Arugula,54.1,79.3,6.1,551.2,2,1.1,0.8,rockwool,Nitrogen,3
1079,Arugula,70.3,89.9,6.7,541,2,0.9,0.9,coco coir,NPk and MgSO4,7
1080,Arugula,58.7,88.7,6.9,496.1,1,1.1,1.1,coco coir,CaNO3 and NPK ,3
1081,Arugula,53.7,73.4,6.7,536.2,3,1.3,0.9,Mix water,CaNO3 and NPK ,7
1082,Arugula,66.5,71.4,6.6,690.2,4,1,1.2,rockwool,NPk and MgSO4,8
1083,Arugula,70.3,71.3,6.7,510.7,4,1.1,1.2,rockwool,CaNO3 and NPK ,5
1084,Arugula,57.4,74.1,7.1,511.7,4,0.8,0.9,Mix water,CaNO3 and NPK ,4
1085,Arugula,64.6,89.5,6.6,432.9,1,1.1,1.1,rockwool,calcium and potassium,2
1086,Arugula,70,70.7,6.8,618.4,4,0.8,1,coco coir,NPk and MgSO4,4
1087,Arugula,69.3,76.8,7.3,639.3,3,1.3,1.1,rockwool,CaNO3 and NPK ,8
1088,Arugula,51.9,85.1,6.5,438.3,3,0.9,1.3,Mix water,calcium and potassium,5
1089,Arugula,66.8,84.1,6,431.6,3,1.1,1.2,coco coir,CaNO3 and NPK ,5
1090,Arugula,51.4,71.5,6.6,467.2,2,1,0.8,coco coir,NPK,2
1091,Arugula,56.4,85.3,6.7,454.7,1,1.2,0.9,Mix water,NPk and MgSO4,6
1092,Arugula,61.3,87.3,6.9,488,4,1,0.8,Mix water,calcium and potassium,8
1093,Arugula,73.3,87.3,6.6,425,3,1,0.9,rockwool,Nitrogen,6
1094,Arugula,68.4,82.3,7,478.4,1,1,1.3,Mix water,NPk and MgSO4,5
1095,Arugula,65.8,82,6.4,666.8,2,0.9,1,rockwool,calcium and potassium,7
1096,Arugula,68,76.5,6.5,438,3,1.1,1.2,rockwool,NPK,7
1097,Arugula,50.3,75.7,6.7,692.1,2,0.9,1,rockwool,Nitrogen,1
1098,Arugula,51.4,72.8,6,614.6,3,0.8,1,rockwool,CaNO3 and NPK ,8
1099,Arugula,73.6,84.2,7,552.6,3,1,1.3,coco coir,calcium and potassium,4
1100,Arugula,65.4,76.9,6.7,462.5,2,1.3,1,rockwool,NPK,4
1101,Arugula,68.7,76.1,6.6,456.4,3,0.9,1.3,Mix water,calcium and potassium,5
1102,Arugula,64.7,75,6.8,548.6,4,0.8,0.9,Mix water,NPK,5
1103,Arugula,51.5,79.4,6.3,567.8,4,0.9,0.9,coco coir,Nitrogen,7
1104,Arugula,73.3,76.8,6.8,520.4,3,1.1,1.3,rockwool,NPk and MgSO4,6
1105,Arugula,60.8,72.4,7,688.3,1,1,1.3,coco coir,CaNO3 and NPK ,7
1106,Arugula,67.6,83.7,6.7,592.8,3,1.2,1.1,rockwool,Nitrogen,5
1107,Arugula,59.5,82.7,6.1,499.8,2,0.8,0.9,rockwool,NPK,3
1108,Arugula,69.4,72.1,6.4,619.4,3,1.2,1,coco coir,CaNO3 and NPK ,1
1109,Arugula,66.8,80,7.2,640.1,4,1,0.9,rockwool,NPk and MgSO4,1
1110,Arugula,70.2,83.3,6.4,456.5,4,0.9,1.2,Mix water,NPk and MgSO4,7
1111,Arugula,62.8,88,6.4,603,4,1.2,1.2,Mix water,NPk and MgSO4,6
1112,Arugula,59,87.9,6.7,585.1,4,0.9,1.2,coco coir,NPK,4
1113,Arugula,63.3,75,6.5,537.6,2,1.3,1.3,rockwool,CaNO3 and NPK ,5
1114,Arugula,62,81.7,6.1,663.3,1,1,1.2,Mix water,CaNO3 and NPK ,1
1115,Arugula,71.6,74.5,6.5,405.5,3,1.2,0.8,rockwool,Nitrogen,4
1116,Arugula,62.5,84.3,7.4,613.6,4,1,1.2,Mix water,CaNO3 and NPK ,2
1117,Arugula,59.8,83.2,7.4,459.6,3,0.8,1.1,Mix water,NPk and MgSO4,1
1118,Arugula,73.9,76.6,7,417.9,2,1,1.1,coco coir,calcium and potassium,1
1119,Arugula,56.4,88.4,6.9,679.5,1,1,1,Mix water,NPK,7
1120,Arugula,58.7,81.2,7.2,411.2,2,1.3,1.2,coco coir,NPK,3
1121,Arugula,66.4,80.6,6.7,449.9,1,1,1.2,rockwool,CaNO3 and NPK ,5
1122,Arugula,73.9,89.6,7.1,594.5,3,1,0.9,rockwool,NPK,1
1123,Arugula,64.4,73.3,6.3,459.3,4,1.3,1.3,Mix water,CaNO3 and NPK ,7
1124,Arugula,71.5,84.9,6.6,400.7,2,0.9,1.3,coco coir,Nitrogen,6
1125,Arugula,69.9,88.1,7.3,644.7,2,1,1,rockwool,calcium and potassium,5
1126,Arugula,50.5,89.7,6.3,620.2,3,0.8,1.2,Mix water,NPK,7
1127,Arugula,71.7,70.2,6.2,665.3,4,0.8,1.2,rockwool,calcium and potassium,8
1128,Arugula,52.6,86.6,6,437.5,4,0.9,1,rockwool,Nitrogen,8
1129,Arugula,67.3,76.1,6.8,672.7,3,1.3,0.9,Mix water,NPK,4
1130,Arugula,65.9,82.1,6.7,456.2,2,0.8,1.2,coco coir,NPK,8
1131,Arugula,50.5,81.4,6.7,670.6,4,1.1,0.8,coco coir,CaNO3 and NPK ,4
1132,Arugula,56.9,80.7,7.1,621.6,3,1.1,1,coco coir,calcium and potassium,6
1133,Arugula,61.8,83.2,7,508.5,1,1.2,0.9,rockwool,calcium and potassium,8
1134,Arugula,69,73.2,6.6,544.5,2,1.2,1.3,rockwool,Nitrogen,2
1135,Arugula,64.3,85.8,6.2,666.4,2,1,1,Mix water,CaNO3 and NPK ,2
1136,Arugula,56.3,83.7,6.7,587.5,1,1.1,0.8,coco coir,CaNO3 and NPK ,8
1137,Arugula,62.3,73.4,6.5,577.1,3,0.9,1.2,rockwool,calcium and potassium,1
1138,Arugula,72.5,79.5,6.2,536.6,1,0.9,1.2,coco coir,NPk and MgSO4,7
1139,Arugula,60.6,72,6.7,678.3,1,1.2,1.3,Mix water,CaNO3 and NPK ,6
1140,Arugula,56.3,78.3,7.1,575.3,1,0.8,0.8,rockwool,NPk and MgSO4,4
1141,Arugula,63.8,78.9,7.3,628.8,3,0.9,1.2,Mix water,calcium and potassium,4
1142,Arugula,63.3,84.5,6.9,466.2,2,1.2,1.2,Mix water,CaNO3 and NPK ,6
1143,Arugula,55.8,74.8,6.3,494.5,1,0.9,1.1,coco coir,calcium and potassium,4
1144,Arugula,63.2,77.6,6.1,630,4,1.1,1.3,rockwool,NPk and MgSO4,6
1145,Arugula,68.6,83.6,6.4,505.4,3,1.1,1,coco coir,NPK,1
1146,Arugula,56.8,73,6.9,654.6,4,0.9,1.2,rockwool,NPk and MgSO4,3
1147,Arugula,55,83.9,6.8,652.9,3,0.8,0.9,Mix water,CaNO3 and NPK ,6
1148,Arugula,65.8,73.9,6,690.7,1,1.1,0.9,rockwool,Nitrogen,7
1149,Arugula,50.5,88.9,6.3,439.7,3,1.3,1.1,Mix water,Nitrogen,5
1150,Arugula,64.6,80.3,6.3,642,3,0.8,0.9,coco coir,Nitrogen,4
1151,Arugula,60.4,71.3,6.4,419.1,2,1.1,1.1,Mix water,calcium and potassium,4
1152,Arugula,60.4,75,6.1,660.4,3,1.2,1,Mix water,NPk and MgSO4,2
1153,Arugula,69.8,86.9,6.3,525.7,4,0.9,0.8,rockwool,NPK,3
1154,Arugula,51,78,6.9,692.2,1,1.2,1,coco coir,NPK,2
1155,Arugula,59.5,86.3,6.9,425.4,2,0.9,1,coco coir,Nitrogen,5
1156,Arugula,54,75.8,7,686.9,3,0.8,0.9,coco coir,NPK,5
1157,Arugula,60.4,76.4,7,402.2,4,0.9,1.2,rockwool,NPk and MgSO4,2
1158,Arugula,70.9,75.1,7,536.2,3,1.1,1.2,rockwool,Nitrogen,3
1159,Arugula,59.6,76.3,7,484.9,3,1,0.8,Mix water,NPK,2
1160,Arugula,60.1,79.6,6,688.1,3,1.1,1.1,coco coir,NPk and MgSO4,3
1161,Arugula,71,75.3,6.9,604.1,1,1.3,1.2,coco coir,Nitrogen,8
1162,Arugula,62.2,89.5,6.7,673.9,2,1.1,1.1,rockwool,Nitrogen,2
1163,Arugula,63.6,80.6,7.4,569.2,4,0.8,1.1,Mix water,Nitrogen,1
1164,Arugula,52.1,79.7,6.6,546.7,3,0.8,1.1,Mix water,calcium and potassium,1
1165,Arugula,55.3,81.1,7.4,695.6,2,1.3,1.1,coco coir,CaNO3 and NPK ,6
1166,Arugula,60.9,84.7,6.8,572.1,1,1.2,1.2,coco coir,calcium and potassium,3
1167,Arugula,56.5,79.3,7.2,496.2,3,1.3,1.1,rockwool,NPK,2
1168,Arugula,63.5,88.4,7,546.3,4,0.9,0.8,Mix water,NPk and MgSO4,8
1169,Arugula,52.7,82.2,7.2,455.9,2,1,1.2,coco coir,CaNO3 and NPK ,7
1170,Arugula,65.3,77.8,6.1,459.2,4,1.2,1.3,Mix water,NPK,8
1171,Arugula,71.9,76.4,7.3,503.2,3,1,1.1,rockwool,calcium and potassium,3
1172,Arugula,64.4,88.8,6.8,475.3,3,1.2,1.1,Mix water,calcium and potassium,1
1173,Arugula,70.3,70.2,6.8,493.3,4,0.8,0.8,rockwool,NPK,2
1174,Arugula,57.3,79.8,6.6,672,4,1.3,1.2,Mix water,Nitrogen,4
1175,Arugula,50.4,83.8,6.5,648.2,3,1.3,0.9,Mix water,NPk and MgSO4,3
1176,Arugula,63.4,83.3,6.1,434.6,2,1,0.9,coco coir,NPK,1
1177,Arugula,73.4,81.7,6.6,506.6,3,1.1,1.3,Mix water,NPK,3
1178,Arugula,58.8,88.3,7.2,647.6,1,1.2,0.8,Mix water,NPk and MgSO4,1
1179,Arugula,61.5,77.4,6.6,537.5,3,1.2,1.3,coco coir,CaNO3 and NPK ,5
1180,Arugula,70.9,76,6.5,515.1,2,1.2,0.8,rockwool,CaNO3 and NPK ,4
1181,Arugula,59.9,82.4,7.1,652.2,2,0.8,0.9,Mix water,NPk and MgSO4,8
1182,Arugula,65.2,81.8,6.6,530.5,4,1.1,0.8,coco coir,NPK,5
1183,Arugula,69.6,89.1,6.7,643.9,3,1,0.9,Mix water,NPK,3
1184,Arugula,50.9,70.7,7,609,3,1,1.3,coco coir,NPK,2
1185,Arugula,55,76.5,7.3,539.9,1,0.8,0.8,coco coir,calcium and potassium,2
1186,Arugula,72.6,81.2,6.6,640.3,4,1.1,1.2,coco coir,NPk and MgSO4,3
1187,Arugula,53.2,79.7,6.5,587.9,2,1.3,1.1,rockwool,NPk and MgSO4,2
1188,Arugula,60.6,89.7,6.1,661.8,1,1.3,1.3,coco coir,CaNO3 and NPK ,8
1189,Arugula,66.3,79.2,6.4,615.9,2,1.3,1.2,coco coir,calcium and potassium,4
1190,Arugula,55.9,88.8,6.9,674.6,1,1.2,1.3,coco coir,NPK,2
1191,Arugula,73.8,73.3,6.7,635.9,3,1.1,1.3,rockwool,NPK,4
1192,Arugula,56.9,79.9,6.1,408.1,1,1.2,1.1,coco coir,NPK,4
1193,Arugula,62.2,82.2,7,539.1,2,1,1.1,rockwool,Nitrogen,8
1194,Arugula,72.1,81,6.2,678.6,4,1.2,1.3,rockwool,NPk and MgSO4,4
1195,Arugula,58.2,71.1,6.1,541.9,3,1.3,1.3,rockwool,Nitrogen,4
1196,Arugula,69.4,84.1,6.7,557.3,3,1.1,1,coco coir,NPK,7
1197,Arugula,63,74.3,7.3,644.2,3,0.9,0.8,rockwool,NPK,8
1198,Arugula,68.3,76.5,6.3,697.5,3,1.3,1.3,rockwool,NPk and MgSO4,8
1199,Arugula,69.3,76.6,6.1,576,3,1.1,0.9,Mix water,NPK,7
1200,Arugula,51,80.2,6.5,482.3,3,1.1,1.2,coco coir,CaNO3 and NPK ,2
1201,Arugula,56.6,81.1,6,455.5,2,0.9,1.1,rockwool,CaNO3 and NPK ,6
1202,Arugula,57.9,88.2,6,458.7,1,1.1,1.1,coco coir,CaNO3 and NPK ,6
1203,Arugula,55,75.1,7.1,635.4,4,1.2,1.1,Mix water,calcium and potassium,3
1204,Arugula,70.3,75.5,6.2,657.8,2,1.1,1,coco coir,calcium and potassium,8
1205,Arugula,73.3,73.3,7,444.5,4,1.2,1.2,rockwool,NPk and MgSO4,1
1206,Arugula,52.7,87,6,489,2,1.3,1.3,Mix water,CaNO3 and NPK ,6
1207,Arugula,68.8,74.9,6.1,521.9,1,1.3,1.2,Mix water,NPK,3
1208,Arugula,50.2,80.3,6.3,507.3,2,1.2,1.1,coco coir,Nitrogen,4
1209,Arugula,73.8,80.5,7.3,466.2,1,0.9,0.8,coco coir,CaNO3 and NPK ,5
1210,Arugula,51.9,74,6.2,684.9,3,1.2,1.1,rockwool,calcium and potassium,3
1211,Arugula,72.3,75.8,7.1,551.7,1,1.1,1,rockwool,NPK,4
1212,Arugula,59.9,86.1,6.3,532,1,1.2,1.3,Mix water,Nitrogen,6
1213,Arugula,72.7,77.3,6.5,485,1,1.1,1.3,rockwool,Nitrogen,5
1214,Arugula,71.5,73.4,6.8,405.8,1,1,1.3,rockwool,CaNO3 and NPK ,6
1215,Arugula,52.3,72.3,7.3,509.7,3,1,0.9,coco coir,calcium and potassium,3
1216,Arugula,73.9,88,7,410.8,1,1,0.9,coco coir,Nitrogen,2
1217,Arugula,69.2,78.8,7.4,487.7,3,1.1,1.3,coco coir,calcium and potassium,2
1218,Arugula,71.4,88,7.1,693.6,4,1.2,0.8,Mix water,NPk and MgSO4,8
1219,Arugula,70.8,75,7.4,451.5,3,0.8,1.3,rockwool,NPK,7
1220,Arugula,59.3,74.8,6.7,672.3,4,0.8,0.9,rockwool,NPK,2
1221,Arugula,71.9,82.6,7.3,681.9,1,1.2,1,coco coir,calcium and potassium,1
1222,Arugula,54.8,75,6.4,453.7,3,0.8,1.1,Mix water,NPk and MgSO4,6
1223,Arugula,71.6,83.7,6.6,569.2,2,0.9,1.1,rockwool,CaNO3 and NPK ,8
1224,Arugula,65.8,86.7,6.1,620,3,1.2,0.8,rockwool,calcium and potassium,5
1225,Arugula,55.2,83.9,7.3,668.6,4,1.2,1,Mix water,NPk and MgSO4,5
1226,Arugula,52.3,87.6,7.1,639.2,2,1,1.1,rockwool,Nitrogen,1
1227,Arugula,54.6,78.9,6.8,648.5,4,0.9,0.8,coco coir,CaNO3 and NPK ,3
1228,Arugula,72.6,74.2,6.2,555.9,1,1.2,1.1,coco coir,NPk and MgSO4,5
1229,Arugula,67.2,81.4,6,499.1,3,1.1,0.9,Mix water,calcium and potassium,2
1230,Arugula,53,73.9,7.4,505.6,1,1,1.2,Mix water,calcium and potassium,4
1231,Arugula,71.6,82.8,7,598.5,1,0.9,0.9,coco coir,NPK,3
1232,Arugula,59.6,85.7,7.3,476.8,4,1,0.9,coco coir,Nitrogen,1
1233,Arugula,64.3,80.5,7.2,490.8,3,0.9,1,Mix water,NPk and MgSO4,8
1234,Arugula,70.3,82.7,6.7,603.4,4,1.3,1,Mix water,NPK,8
1235,Arugula,67.2,89.7,6.1,689.9,3,0.8,1.3,Mix water,Nitrogen,7
1236,Arugula,57.7,70.4,6.8,406.9,2,0.8,1.1,coco coir,Nitrogen,2
1237,Arugula,58.2,89.1,6.5,473.2,4,0.9,0.9,coco coir,Nitrogen,6
1238,Arugula,59.1,70.9,6.6,418.9,3,0.8,1.3,Mix water,CaNO3 and NPK ,4
1239,Arugula,65.7,74.9,6.8,663.8,4,0.9,1.2,rockwool,Nitrogen,5
1240,Arugula,54.1,88.2,7.2,448,3,1.3,1.1,coco coir,calcium and potassium,5
1241,Arugula,67.7,85.2,6.2,623,1,1,1.2,rockwool,CaNO3 and NPK ,3
1242,Arugula,71.8,77.6,6.4,629.7,4,1.3,1.1,coco coir,NPk and MgSO4,1
1243,Arugula,61.9,73.5,7,553.2,2,0.8,0.9,Mix water,Nitrogen,6
1244,Arugula,58.1,86.3,7,661.7,3,1.2,0.9,coco coir,NPk and MgSO4,8
1245,Arugula,61,83.1,6.4,408.8,4,1,1.3,coco coir,calcium and potassium,2
1246,Arugula,67.5,84.4,7.1,516.7,1,1,0.8,Mix water,calcium and potassium,5
1247,Arugula,69.7,76.2,6.6,597.8,1,1.2,0.9,Mix water,calcium and potassium,5
1248,Arugula,67.8,71.7,6.3,595.8,2,0.8,1.1,Mix water,Nitrogen,8
1249,Arugula,51.9,82.2,7.1,630.4,1,1.1,0.8,coco coir,CaNO3 and NPK ,7
1250,Arugula,62,79.9,6.2,564.8,1,1,1.3,coco coir,CaNO3 and NPK ,5
1251,Arugula,51.7,79,6.9,433.4,2,1.2,1,Mix water,calcium and potassium,8
1252,Arugula,62.3,88.1,6.7,412.8,1,1.1,0.8,coco coir,NPK,4
1253,Arugula,57.2,89.9,6.8,670.7,3,1.3,1.2,Mix water,calcium and potassium,1
1254,Arugula,58.6,71,7.4,435.3,4,0.9,1,Mix water,CaNO3 and NPK ,2
1255,Arugula,71.4,77.1,7.3,561.3,2,1.1,1,rockwool,calcium and potassium,7
1256,Arugula,53.4,71.4,6.3,545.2,1,0.8,1.2,rockwool,Nitrogen,8
1257,Arugula,61.5,83.3,7.4,459.9,2,1.3,1.1,coco coir,Nitrogen,8
1258,Arugula,52.3,82.1,7.3,537.1,4,1.3,1.3,rockwool,calcium and potassium,1
1259,Arugula,65.4,71.4,6.3,468,4,1.2,0.9,rockwool,NPK,5
1260,Arugula,67.5,72,6.1,489.5,2,1.3,0.8,rockwool,CaNO3 and NPK ,6
1261,Arugula,54,71.3,6,424.7,1,0.9,1.2,Mix water,NPK,3
1262,Arugula,65,87.7,7.3,434.9,2,1,1.2,Mix water,CaNO3 and NPK ,7
1263,Arugula,58.9,74.1,6.9,419.9,3,1.1,1.1,Mix water,CaNO3 and NPK ,8
1264,Arugula,64.1,89.2,7.2,547.2,1,0.8,0.9,rockwool,NPK,5
1265,Arugula,63.3,89,6.5,601.3,1,0.8,1.1,coco coir,CaNO3 and NPK ,3
1266,Arugula,63.8,89.1,6.3,514.5,1,0.8,0.8,rockwool,CaNO3 and NPK ,1
1267,Arugula,55.5,87.7,6.8,505.7,1,1,1.2,rockwool,NPK,6
1268,Arugula,58.4,81.5,6.7,640,3,1.3,1.2,Mix water,NPK,8
1269,Arugula,53.4,79,6,473.1,3,1.3,0.8,rockwool,NPk and MgSO4,4
1270,Arugula,62.4,81.3,6.7,493.7,2,1,1.3,coco coir,NPK,3
1271,Arugula,66.9,83.4,6.6,600.2,4,0.9,0.8,rockwool,calcium and potassium,7
1272,Arugula,67.6,79.5,6.4,685.4,3,1,1,coco coir,Nitrogen,5
1273,Arugula,55.9,83.5,6,519.9,4,1.2,0.9,coco coir,NPK,5
1274,Arugula,67.5,71.6,6.2,615.2,2,0.8,0.9,Mix water,CaNO3 and NPK ,5
1275,Arugula,56.8,83.8,6.2,517,3,1.2,1,rockwool,CaNO3 and NPK ,2
1276,Arugula,55.6,76.4,6.5,403.5,1,0.8,0.8,Mix water,calcium and potassium,6
1277,Arugula,69,74,6.1,537.3,1,0.8,1.1,coco coir,CaNO3 and NPK ,4
1278,Arugula,62.1,88.7,6.3,518.6,3,1.1,1.1,rockwool,calcium and potassium,6
1279,Arugula,58.4,89,6.7,676.6,1,0.9,0.9,rockwool,NPk and MgSO4,2
1280,Arugula,63.6,80.2,6.1,469.3,2,0.9,1.3,Mix water,NPk and MgSO4,4
1281,Arugula,51,87.6,6.1,444.3,3,1.3,1.2,coco coir,NPk and MgSO4,8
1282,Arugula,60.2,81.9,6.6,403.8,3,0.9,1.1,coco coir,NPk and MgSO4,5
1283,Arugula,65.4,74.6,6.6,504.2,2,0.9,0.8,Mix water,NPK,2
1284,Arugula,53.6,82.2,7.2,514.2,3,1.2,1.3,rockwool,calcium and potassium,3
1285,Arugula,56.2,88.5,6.1,589.6,4,1.1,1.2,coco coir,calcium and potassium,4
1286,Arugula,71.2,70.5,6.4,618.2,3,1,0.9,coco coir,CaNO3 and NPK ,5
1287,Arugula,55.9,80.8,6.5,430.9,3,1.1,0.9,rockwool,Nitrogen,8
1288,Arugula,72.7,83.6,6.4,656.7,2,0.9,1.3,rockwool,NPk and MgSO4,7
1289,Arugula,51.7,87.3,6.2,565.5,4,0.9,1,Mix water,CaNO3 and NPK ,8
1290,Arugula,73.6,72.5,7.4,509,2,1.1,0.8,Mix water,NPk and MgSO4,2
1291,Arugula,62.9,83,7.1,626.8,4,1.2,1,Mix water,NPK,3
